Registro;Nombre;Fecha Registro;Empresa;Principio Activo;Control Legal
H-1121/18;OSTEOFIX COMPRIMIDOS;11/02/2008;KNOP LABORATORIOS S.A.;;
H-757/20;OVUKALEN ÓVULOS VAGINALES;10/05/1989;KNOP LABORATORIOS S.A.;;
N-184/21;PAICO EXTRACTO FLUIDO, SOLUCIÓN PARA GOTAS ORALES;11/04/1990;KNOP LABORATORIOS S.A.;;
F-21646/20;PAINPAC GEL TÓPICO 5%;8/01/2015;LABORATORIOS PRATER S.A.;IBUPROFENO;
K-88/21;PALTOMIEL PLUS JARABE;8/03/1997;KNOP LABORATORIOS S.A.;;
F-25708/20;PANADOL ADVANCE COMPRIMIDOS RECUBIERTOS 500 mg (PARACETAMOL);28/09/2020;GSK CONSUMER HEALTHCARE CHILE S.p.A.;PARACETAMOL;
F-24670/19;PANADOL COMPRIMIDOS MASTICABLES 80 mg (PARACETAMOL);25/02/2019;GSK CONSUMER HEALTHCARE CHILE S.p.A.;Paracetamol;
F-20997/19;PANADOL EXTRA ADVANCE COMPRIMIDOS RECUBIERTOS;2/04/2014;GSK CONSUMER HEALTHCARE CHILE S.p.A.;CAFEINA//PARACETAMOL;
F-25699/20;PANADOL JARABE 160 mg/5 mL;23/09/2020;GSK CONSUMER HEALTHCARE CHILE S.p.A.;PARACETAMOL;
F-25700/20;PANADOL SOLUCIÓN PARA GOTAS ORALES 100 mg/mL ;23/09/2020;GSK CONSUMER HEALTHCARE CHILE S.p.A.;PARACETAMOL;
F-24511/19;PANAGESIC COMPRIMIDOS 500 MG;2/01/2019;CHEMOPHARMA S.A.;PARACETAMOL;
F-3399/20;PANAGESIC COMPRIMIDOS 500 mg;26/07/1988;CHEMOPHARMA S.A.;PARACETAMOL;
F-11816/22;PANAGESIC CON CAFEÍNA 400/33 COMPRIMIDOS;9/04/2002;CHEMOPHARMA S.A.;CAFEINA//PARACETAMOL;
F-12278/22;PANAGESIC CON CAFEÍNA 500/50 COMPRIMIDOS;15/07/2002;CHEMOPHARMA S.A.;CAFEINA//PARACETAMOL;
F-11815/22;PANAGESIC CON CAFEÍNA COMPRIMIDOS 250/20;3/04/2002;CHEMOPHARMA S.A.;CAFEINA//PARACETAMOL;
F-11841/22;PANAGESIC JARABE 160 mg/5 mL;1/02/2002;CHEMOPHARMA S.A.;PARACETAMOL;
F-26097/21;PANAGESIC M COMPRIMIDOS RECUBIERTOS;19/04/2021;CHEMOPHARMA S.A.;ACIDO ACETILSALICILICO//CAFEINA//PARACETAMOL;
F-7587/21;PANAGESIC PERIODO MENSTRUAL COMPRIMIDOS;26/06/2001;CHEMOPHARMA S.A.;PAMABRON//PARACETAMOL//PIRILAMINA;
F-11842/22;PANAGESIC SOLUCIÓN ORAL PARA GOTAS 100 mg/mL;1/02/2002;CHEMOPHARMA S.A.;PARACETAMOL;
F-1513/18;PANCRIT COMPRIMIDOS DE DISOLUCIÓN BUCAL;12/07/1948;LABORATORIO MAVER S.A.;ALANTOINA//CETILPIRIDINIO CLORURO;
F-16772/18;PANCRIT SABOR MIEL - LIMÓN COMPRIMIDOS DE DISOLUCIÓN BUCAL;2/05/2008;LABORATORIO MAVER S.A.;ALANTOINA//CETILPIRIDINIO CLORURO;
F-16721/18;PANTOTOS JARABE 15 mg/5 mL;5/03/2008;EUROFARMA CHILE S.A.;AMBROXOL;
F-16722/18;PANTOTOS JARABE 30 mg/5 mL;5/03/2008;EUROFARMA CHILE S.A.;AMBROXOL;
F-2288/19;PARACETAMOL + CAFEÍNA CÁPSULAS BLANDAS;28/10/1999;INSTITUTO SANITAS S.A.;CAFEINA//PARACETAMOL;
F-2287/19;PARACETAMOL + CAFEÍNA CÁPSULAS BLANDAS;28/10/1999;CHEMOPHARMA S.A.;CAFEINA//PARACETAMOL;
F-8663/21;PARACETAMOL + MEPIRAMINA MALEATO + PAMABRON COMPRIMIDOS;26/06/2001;INSTITUTO SANITAS S.A.;MEPIRAMINA//PAMABRON//PARACETAMOL;
F-22151/20;PARACETAMOL / PAMABROM / MEPIRAMINA MALEATO 500/25/15 COMPRIMIDOS;23/09/2015;LABORATORIOS RECALCINE S.A.;MEPIRAMINA//PAMABRON//PARACETAMOL;
F-11669/21;PARACETAMOL 125 mg SUPOSITORIOS;27/12/1991;LABORATORIO VALMA SPA;PARACETAMOL;
F-11668/21;PARACETAMOL 250 mg SUPOSITORIOS;26/12/1991;LABORATORIO VALMA S.A.;PARACETAMOL;
F-25228/20;PARACETAMOL COMPRIMIDOS 1 g;14/01/2020;LABORATORIO HOSPIFARMA CHILE LTDA.;PARACETAMOL;
F-25507/20;PARACETAMOL COMPRIMIDOS 1 g;24/06/2020;ITF - LABOMED FARMACÉUTICA LTDA.;PARACETAMOL;
F-25607/20;PARACETAMOL COMPRIMIDOS 500 mg;3/08/2020;MEDINOVA FARMA LTDA.;PARACETAMOL;
F-25225/20;PARACETAMOL COMPRIMIDOS 500 mg;13/01/2020;LABORATORIO HOSPIFARMA CHILE LTDA.;PARACETAMOL;
F-24564/19;PARACETAMOL COMPRIMIDOS 500 mg;15/01/2019;EUROFARMA CHILE S.A.;PARACETAMOL;
F-24351/18;PARACETAMOL COMPRIMIDOS 500 mg;26/11/2018;OPKO CHILE S.A.;PARACETAMOL;
F-24211/18;PARACETAMOL COMPRIMIDOS 500 mg;22/10/2018;ITF - LABOMED FARMACÉUTICA LTDA.;PARACETAMOL;
F-23684/18;PARACETAMOL COMPRIMIDOS 500 mg;17/01/2018;DIFEM LABORATORIOS S.A.;PARACETAMOL;
F-8660/21;PARACETAMOL COMPRIMIDOS 500 mg;21/08/2001;LABORATORIOS ANDRÓMACO S.A.;PARACETAMOL;
F-17618/19;PARACETAMOL COMPRIMIDOS 500 mg;19/06/2009;LABORATORIO MAVER S.A.;PARACETAMOL;
F-154/22;PARACETAMOL COMPRIMIDOS 500 mg;17/09/1997;MINTLAB Co. S.A.;PARACETAMOL;
F-20020/18;PARACETAMOL COMPRIMIDOS 500 mg;12/06/2013;OPKO CHILE S.A.;PARACETAMOL;
F-498/18;PARACETAMOL COMPRIMIDOS MASTICABLES 80 mg;27/04/1998;LABORATORIO CHILE S.A.;PARACETAMOL;
F-490/18;PARACETAMOL COMPUESTO COMPRIMIDOS RECUBIERTOS;9/04/1998;LABORATORIOS RECALCINE S.A.;ACIDO ASCORBICO//CAFEINA//NOSCAPINA//PARACETAMOL;
F-13652/19;PARACETAMOL COMPUESTO SUSPENSIÓN ORAL;13/04/2004;LABORATORIOS RECALCINE S.A.;ACIDO ASCORBICO//CAFEINA//NOSCAPINA//PARACETAMOL;
F-898/18;PARACETAMOL INFANTIL COMPRIMIDOS MASTICABLES 80 mg;24/12/1998;MINTLAB Co. S.A.;PARACETAMOL;
F-4004/20;PARACETAMOL INFANTIL SOLUCIÓN PARA GOTAS ORALES 100 mg/mL;11/06/1985;LABORATORIO CHILE S.A.;PARACETAMOL;
F-4002/20;PARACETAMOL INFANTIL SUPOSITORIOS 125 mg;18/02/1985;LABORATORIO CHILE S.A.;PARACETAMOL;
F-11621/21;PARACETAMOL JARABE 100 mg/5 mL;3/10/1990;LABORATORIO PASTEUR S.A.;PARACETAMOL;
F-11439/21;PARACETAMOL SOLUCIÓN ORAL PARA GOTAS 100 mg/mL;29/10/1992;OPKO CHILE S.A.;PARACETAMOL;
F-11670/21;PARACETAMOL SOLUCIÓN PARA GOTAS ORALES 100 mg/mL;27/10/1992;LABORATORIO VALMA SPA;PARACETAMOL;
F-25102/19;PARACETAMOL SOLUCIÓN PARA GOTAS ORALES 100 mg/mL;28/10/2019;SCM PHARMA S.p.A.;PARACETAMOL;
F-2404/19;PARACETAMOL SUPOSITORIOS 125 mg;1/12/1999;RECBEN XENERICS FARMACÉUTICA LTDA.;PARACETAMOL;
F-9296/21;PARACETAMOL SUPOSITORIOS 125 mg;15/03/1997;OPKO CHILE S.A.;PARACETAMOL;
F-24290/18;PARACETAMOL SUPOSITORIOS 300 mg;7/11/2018;NEOETHICALS CHILE S.p.A.;PARACETAMOL;
F-25153/19;PARACETAMOL/ ÁCIDO ACETILSALICÍLICO/ CAFEÍNA COMPRIMIDOS RECUBIERTOS;3/12/2019;LABORATORIO HOSPIFARMA CHILE LTDA.;ACIDO ACETILSALICILICO//CAFEINA//PARACETAMOL;
N-435/21;PARCHE LEÓN ÁRNICA;30/05/1996;BEIERSDORF S.A.;;
N-396/20;PARCHE LEÓN CON CAPSAICINA;28/11/2005;BEIERSDORF S.A.;;
H-581/20;PASSIFLORA COMPUESTA SOLUCIÓN ORAL PARA GOTAS;15/09/1988;KNOP LABORATORIOS S.A.;;
H-1179/19;PASSIFLORA D6 GLÓBULOS;17/09/2009;LABORATORIOS BIOSPHARE S.A.;;
N-185/21;PASSIFLORA EXTRACTO FLUIDO, SOLUCIÓN PARA GOTAS ORALES;29/03/1990;KNOP LABORATORIOS S.A.;;
H-818/20;PASSIFLORA T.M. COMPRIMIDOS;14/03/1986;KNOP LABORATORIOS S.A.;;
H-748/20;PASSIFLORA T.M. SOLUCIÓN PARA GOTAS ORALES;17/03/1988;KNOP LABORATORIOS S.A.;;
H-1130/18;PASSIFLORA TM SOLUCIÓN PARA GOTAS ORALES;4/06/2008;LAURA XIMENA POLANCO GONZÁLEZ;;
H-1228/22;PASSIKIT SOLUCIÓN ORAL PARA GOTAS;17/01/2017;LAURA XIMENA POLANCO GONZÁLEZ;;
F-6371/20;PASTA DE LASSAR (PASTA DE ÓXIDO DE ZINC);9/09/1983;LABORATORIO VALMA SPA;LANOLINA//ZINC OXIDO;
F-2787/19;PASTA LASSAR;10/09/1979;EUROFARMA CHILE S.A.;ALMIDON DE MAIZ//GLICEROL//GLICEROL//LANOLINA//ZINC OXIDO;
N-186/21;PATA DE VACA EXTRACTO FLUIDO, SOLUCIÓN PARA GOTAS ORALES;29/03/1990;KNOP LABORATORIOS S.A.;;
F-25363/20;PAZBRONQ JARABE ADULTO 30 mg/ 5 mL (AMBROXOL CLORHIDRATO);1/04/2020;PRODUCTOS FARMACÉUTICOS MEDIPHARM SPA ;AMBROXOL;
F-7509/21;PAZBRONQ JARABE ADULTO 30 mg/5 mL;23/03/2001;PRODUCTOS FARMACÉUTICOS MEDIPHARM SPA ;AMBROXOL;
F-7510/21;PAZBRONQ JARABE INFANTIL 15 mg/5 mL;23/03/2001;PRODUCTOS FARMACÉUTICOS MEDIPHARM SPA ;AMBROXOL;
F-1206/18;PECTORAL PASTEUR JARABE 20 mg/mL;26/02/1942;LABORATORIO PASTEUR S.A.;AMONIO CLORURO//EXTRACTO DROSERA//EXTRACTO OROZUZ//EXTRACTO TOLU//SODIO BENZOATO;
N-474/19;PECTOX JARABE 35 mg/5 mL;15/04/2009;KNOP LABORATORIOS S.A.;;
F-19055/21;PEDIALYTE 45 SOLUCION ORAL SABOR FRUTILLA;8/11/2011;ABBOTT LABORATORIES DE CHILE LTDA.;DEXTROSA//POTASIO CITRATO//SODIO CITRATO//SODIO CLORURO//ZINC GLUCONATO;
F-19053/21;PEDIALYTE 45 SOLUCION ORAL SABOR MANZANA;8/11/2011;ABBOTT LABORATORIES DE CHILE LTDA.;GLUCOSA//POTASIO CITRATO//SODIO CITRATO//SODIO CLORURO//ZINC GLUCONATO;
F-18844/16;PEDIALYTE 60 SOLUCIÓN ORAL SABOR MANZANA;31/08/2011;ABBOTT LABORATORIES DE CHILE LTDA.;DEXTROSA//POTASIO CLORURO//SODIO CITRATO//SODIO CLORURO//ZINC GLUCONATO;
F-14808/20;PEDIASEA SOLUCIÓN NASAL PARA NEBULIZACIÓN 0,9%;8/06/2005;LABORATORIOS RECALCINE S.A.;SODIO CLORURO;
K-59/19;PEONIA COMPUESTA SOLUCIÓN PARA GOTAS ORALES Nº 33;9/03/1993;ARAMA NATURAL PRODUCTS DISTRIBUIDORA LTDA.;;
F-8015/21;PEPTO-BISMOL SABOR ANIS COMPRIMIDOS MASTICABLES 262,4 mg;6/06/2001;PROCTER & GAMBLE CHILE LTDA.;BISMUTO SUBSALICILATO;
F-8016/21;PEPTO-BISMOL SABOR CEREZA COMPRIMIDOS MASTICABLES 262,4 mg;6/06/2001;PROCTER & GAMBLE CHILE LTDA.;BISMUTO SUBSALICILATO;
F-1495/18;PERFUNGOL POLVO DÉRMICO;13/10/1962;LABORATORIO BAGÓ DE CHILE S.A.;ACIDO BORICO//CLOROCRESOL//ZINC OXIDO;
F-7935/21;PERIO-AID CON CLORURO DE CETILPIRIDINIO MANTENIMIENTO COLUTORIO BUCAL;26/07/2001;LABORATORIOS DENTAID S.A.;CETILPIRIDINIO CLORURO//CLORHEXIDINA;
F-14015/19;PERMETRINA SHAMPOO 1%;30/07/2004;BPH S.A.;PERMETRINA;
F-704/18;PEROXIBEN GEL 5%;11/08/1998;ISDIN CHILE LTDA.;PEROXIDO DE BENZOILO;
H-590/20;PERTUSSIN SOLUCIÓN ORAL PARA GOTAS;9/01/1989;KNOP LABORATORIOS S.A.;;
H-819/20;PHYTOLACCA TM COMPRIMIDOS;31/08/1987;KNOP LABORATORIOS S.A.;;
H-749/20;PHYTOLACCA TM SOLUCIÓN PARA GOTAS ORALES;17/03/1988;KNOP LABORATORIOS S.A.;;
F-9375/21;PIESAN CREMA TÓPICA 1%;15/04/1993;INTERPHARMA S.A.;CLOTRIMAZOL;
F-9376/21;PIESAN POLVO TÓPICO 1%;19/04/1993;INTERPHARMA S.A.;CLOTRIMAZOL;
F-1207/18;PIRETANYL COMPRIMIDOS;2/03/1942;LABORATORIO PASTEUR S.A.;CAFEINA//CLORFENAMINA//METAMIZOL SODICO;
F-7768/21;PIROFLAM GEL TÓPICO 1,2% (DICLOFENACO DIETILAMÓNICO);26/02/1992;PRODUCTOS FARMACÉUTICOS MEDIPHARM SPA ;DICLOFENACO;
F-8694/21;PIRONAL FORTE SUSPENSIÓN ORAL 200 mg/5 mL;12/10/2001;LABORATORIO BAGÓ DE CHILE S.A.;IBUPROFENO;
N-361/19;PLANTABEN POLVO EFERVESCENTE 3,5 g;2/12/1999;LABORATORIO BIOTOSCANA FARMA S.p.A.;;
H-750/20;PLANTAGO TM SOLUCIÓN PARA GOTAS ORALES;19/07/1988;KNOP LABORATORIOS S.A.;;
F-25662/20;PLUSGEL COMPRIMIDOS MASTICABLES;31/08/2020;FARMACIAS DE SIMILARES CHILE S.A.;ALUMINIO HIDROXIDO//DIMETICONA//MAGNESIO HIDROXIDO;
H-1180/19;PODOPHYLLUM D6 GLÓBULOS;17/09/2009;LABORATORIOS BIOSPHARE S.A.;;
F-6400/20;POLIVIDONA YODADA POMADA 11%;13/08/1984;LABORATORIO PASTEUR S.A.;POLIVIDONA IODADA;
F-6373/20;POLIVIDONA YODADA SOLUCIÓN AL 10%;10/11/1983;LABORATORIO VALMA SPA;POLIVIDONA IODADA;
F-6399/20;POLIVIDONA YODADA SOLUCIÓN TÓPICA 11%;13/08/1984;LABORATORIO PASTEUR S.A.;POLIVIDONA IODADA;
N-619/21;POLVO DE EXUDADO DE HOJAS DE ALOE FEROX CÁPSULAS 150 mg;2/02/2021;KNOP LABORATORIOS S.A.;POLVO DE EXUDADO DE HOJAS DE ALOE FEROX MILL.;
F-11677/21;POMADA ALCANFORADA AL 10%;20/02/1990;LABORATORIO VALMA SPA;ALCANFOR;
F-1159/18;POMADA AMARILLA OFTÁLMICA 2%;16/04/1986;LABORATORIOS SAVAL S.A.;MERCURIO OXIDO;
F-11678/21;POMADA DE SALICILATO DE METILO AL 10%;20/02/1990;LABORATORIO VALMA SPA;SALICILATO DE METILO;
F-6430/20;POMADA VITAMINICA TÓPICA;3/02/1989;LABORATORIO PASTEUR S.A.;BENZALCONIO CLORURO//COLECALCIFEROL//PANTENOL//RETINOL//ZINC OXIDO;
H-1008/21;POPULUS COMPUESTO SOLUCIÓN PARA GOTAS ORALES;24/02/1992;KNOP LABORATORIOS S.A.;;
F-25922/21;POSTPIL COMPRIMIDOS 1,5 mg (LEVONORGESTREL);13/01/2021;DKT CHILE S.p.A.;LEVONORGESTREL;
F-21283/19;POVIDONA IODADA UNGÜENTO TOPICO 10%;2/09/2014;LABORATORIO HOSPIFARMA CHILE LTDA.;POLIVIDONA IODADA;
F-7596/21;POVISEPT SOLUCIÓN ESPUMANTE TÓPICA 10%;19/04/2001;DIFEM LABORATORIOS S.A.;POLIVIDONA IODADA;
F-7598/21;POVISEPT SOLUCIÓN TÓPICA 10% (POLIVIDONA YODADA);19/04/2001;DIFEM LABORATORIOS S.A.;POLIVIDONA IODADA;
F-5823/20;PREDUAL COMPRIMIDOS;13/12/1984;LABORATORIO MAVER S.A.;MEPIRAMINA//PAMABRON//PARACETAMOL;
F-24239/18;PREGNON COMPRIMIDOS 1,5 mg (LEVONORGESTREL);29/10/2018;EXELTIS CHILE S.p.A.;LEVONORGESTREL;
F-10446/21;PROCTOGEL CREMA TÓPICA;14/06/1995;LABORATORIO MAVER S.A.;LIDOCAINA//TRIBENOSIDO;
F-8572/21;PROCTOPLEX SUPOSITORIOS;12/10/2001;KNOP LABORATORIOS S.A.;EXTRACTO AESCULUS//EXTRACTO HAMAMELIS//EXTRACTO HAMAMELIS;
H-1234/22;PULMO HEVERT COMPRIMIDOS BUCODISPERSABLES;7/06/2017;SOCIEDAD IMPORTADORA Y COMERCIALIZADORA DE PRODUCTOS PARA LA SALUD LTDA.;;
H-799/20;PULSATILLA D6 COMPRIMIDOS;29/03/1989;KNOP LABORATORIOS S.A.;;
F-3653/20;PURITAN CREMA;18/02/1988;INSTITUTO SANITAS S.A.;ALANTOINA//BENZALCONIO CLORURO//ZINC OXIDO;
F-9928/21;PYRIPED SUSPENSIÓN ORAL 100 mg/5 mL;25/11/1996;MINTLAB Co. S.A.;IBUPROFENO;
N-578/21;QUASSIA SHAMPOO 4% (QUASSIA AMARA L);30/08/2016;LABORATORIO VALMA SPA;;
H-751/20;QUERCUS TINTURA MADRE SOLUCIÓN ORAL PARA GOTAS;19/07/1988;KNOP LABORATORIOS S.A.;;
H-820/20;QUERCUS TM COMPRIMIDOS;10/08/1988;KNOP LABORATORIOS S.A.;Quercus TM;
F-21743/20;QUITACALLOS POMADA TÓPICA 30% (Ácido Salicílico);6/03/2015;DROGUERÍA FARMOQUÍMICA DEL PACÍFICO LTDA.;ACIDO SALICILICO;
F-23836/18;RED-OFF SOLUCIÓN OFTÁLMICA 0,0125% ;30/05/2018;LABORATORIO CHILE S.A.;NAFAZOLINA;
F-4018/20;REHSAL - 60 POLVO PARA SOLUCIÓN ORAL, EN SOBRES;6/11/1986;LABORATORIO CHILE S.A.;GLUCOSA//POTASIO CLORURO//SODIO CITRATO//SODIO CLORURO;
F-4017/20;REHSAL - 90 POLVO PARA SOLUCIÓN ORAL, EN SOBRES;31/10/1986;LABORATORIO CHILE S.A.;GLUCOSA//POTASIO CLORURO//SODIO CITRATO//SODIO CLORURO;
K-80/20;RHUS OPODELDOC SOLUCIÓN TÓPICA;16/08/1989;KNOP LABORATORIOS S.A.;;
H-598/20;RHUS TOXICODENDRON COMPUESTO SOLUCIÓN ORAL PARA GOTAS;13/03/1989;KNOP LABORATORIOS S.A.;;
H-801/20;RHUS TOXICODENDRON D6 COMPRIMIDOS;28/07/1988;KNOP LABORATORIOS S.A.;;
H-1181/19;RHUS TOXICODENDRON D6 GLÓBULOS;17/09/2009;LABORATORIOS BIOSPHARE S.A.;;
H-1280/21;RINIK COMPRIMIDOS SUBLINGUALES;3/05/2021;KNOP LABORATORIOS S.A.;"ALLIUM CEPA C5;EUPHRASIA OFFICINALIS C5;HISTAMINUM HIDROCLORICUM C9;SCHOENOCAULON OFFICINALE C5;SOLIDAGO VIRGAUREA C5";
H-1281/21;RINIK GLÓBULOS;3/05/2021;KNOP LABORATORIOS S.A.;"ALLIUM CEPA C5;EUPHRASIA OFFICINALIS C5;HISTAMINUM HYDROCLORICUM C9;SCHOENOCAULON OFFICINALE C5;SOLIDAGO VIRGAUREA C5";
F-12574/17;RINOKID SOLUCIÓN NASAL PARA NEBULIZACIÓN 3%;3/12/2002;LABORATORIOS D & M PHARMA LTDA.;SODIO CLORURO;
H-870/20;RINOPLEX COMPRIMIDOS;4/05/1989;KNOP LABORATORIOS S.A.;;
F-12764/18;RINOSTERYL SOLUCIÓN NASAL 0,9% (CLORURO DE SODIO);13/02/2003;MINTLAB Co. S.A.;SODIO CLORURO;
F-26242/21;RIOHEX SOLUCIÓN TÓPICA 2% (CLORHEXIDINA GLUCONATO);2/07/2021;HOSPITALIA PRODUCTOS MÉDICOS LTDA.;CLORHEXIDINA;
H-821/20;RUBIA TINCTORUM COMPUESTA COMPRIMIDOS;6/08/1987;KNOP LABORATORIOS S.A.;;
N-188/21;RUDA EXTRACTO FLUIDO SOLUCIÓN;11/04/1990;KNOP LABORATORIOS S.A.;;
H-1182/19;RUTA D6 GLÓBULOS;21/09/2009;LABORATORIOS BIOSPHARE S.A.;;
H-602/20;SABAL SERRULATA COMPUESTA III SOLUCIÓN ORAL PARA GOTAS;16/03/1989;KNOP LABORATORIOS S.A.;;
H-608/20;SABAL SERRULATA COMPUESTO I SOLUCIÓN ORAL PARA GOTAS;20/09/1988;KNOP LABORATORIOS S.A.;;
F-4225/20;SAL DE FRUTA ENO LIMÓN;29/07/1980;GSK CONSUMER HEALTHCARE CHILE S.p.A.;ÁCIDO CÍTRICO//BICARBONATO SÓDICO//SODIO CARBONATO;
F-2636/19;SAL EFERVESCENTE;3/12/1974;LABORATORIO VALMA SPA;SODIO BICARBONATO;
F-18238/20;SALES PARA REHIDRATACIÓN 60 POLVO PARA SOLUCIÓN ORAL;25/08/2010;OPKO CHILE S.A.;GLUCOSA//POTASIO CLORURO//SODIO CITRATO//SODIO CLORURO;
F-18239/20;SALES PARA REHIDRATACIÓN 90 POLVO PARA SOLUCIÓN ORAL;25/08/2010;OPKO CHILE S.A.;GLUCOSA//POTASIO CLORURO//SODIO CITRATO//SODIO CLORURO;
N-189/21;SALIX EXTRACTO FLUÍDO, SOLUCIÓN PARA GOTAS ORALES;10/05/1990;KNOP LABORATORIOS S.A.;;
F-2068/19;SALONPAS NUEVA FÓRMULA PARCHE TÓPICO;24/09/1999;LABORATORIOS SILESIA S.A.;ALCANFOR//MENTOL//SALICILATO DE METILO//TOCOFEROL;
H-1009/21;SALVIA OFFICINALIS COMPUESTA SOLUCIÓN PARA GOTAS ORALES;23/11/1990;KNOP LABORATORIOS S.A.;;
H-1250/19;SANAKIND RELAX GLÓBULOS;2/09/2019;KNOP LABORATORIOS S.A.;;
H-588/20;SANGUINARIA COMPUESTA SOLUCIÓN ORAL PARA GOTAS;14/11/1988;KNOP LABORATORIOS S.A.;;
H-1183/19;SANGUINARIA D6 GLÓBULOS;21/09/2009;LABORATORIOS BIOSPHARE S.A.;;
N-575/21;SEDOL CÁPSULAS BLANDAS;22/06/2016;INSTITUTO SANITAS S.A.;;
H-948/21;SELENIUM HEELACCORD SOLUCIÓN ORAL PARA GOTAS;2/02/2001;PRODUCTOS FARMACÉUTICOS HEEL CHILE LTDA.;;
K-55/19;SENEGA COMPUESTA SOLUCIÓN PARA GOTAS ORALES Nº 11;4/02/1993;ARAMA NATURAL PRODUCTS DISTRIBUIDORA LTDA.;;
F-21652/20;SEVEDOL COMPRIMIDOS;15/01/2015;LABORATORIOS RECALCINE S.A.;ACIDO ACETILSALICILICO//CAFEINA//PARACETAMOL;
F-25701/20;SHAROF F SOLUCIÓN OFTÁLMICA 0,012% (NAFAZOLINA CLORHIDRATO);23/09/2020;OPKO CHILE S.A.;NAFAZOLINA;
H-1216/19;SILICEA C200 GLOBULOS HOMEOPATICOS;11/08/2014;LAURA XIMENA POLANCO GONZÁLEZ;;
H-879/20;SILICEA COMPUESTA SOLUCIÓN PARA GOTAS ORALES;14/11/1988;KNOP LABORATORIOS S.A.;;
H-834/20;SILICEA D6 COMPRIMIDOS;17/02/1987;KNOP LABORATORIOS S.A.;;
H-1184/19;SILICEA D6 GLÓBULOS;21/09/2009;LABORATORIOS BIOSPHARE S.A.;;
H-339/18;SILIK COMPRIMIDOS;17/03/1958;KNOP LABORATORIOS S.A.;;
H-1219/20;SIMILASAN ALLERGY SOLUCIÓN OFTÁLMICA;30/07/2015;THEA PHARMA S.p.A.;;
H-1222/20;SIMILASAN OPTICOMPUTER SOLUCIÓN OFTÁLMICA;21/10/2015;THEA PHARMA S.p.A.;;
H-1221/20;SIMILASAN OPTIDRY SOLUCIÓN OFTÁLMICA;10/09/2015;THEA PHARMA S.p.A.;;
H-1223/20;SIMILASAN OPTIPINK SOLUCIÓN OFTÁLMICA;24/11/2015;THEA PHARMA S.p.A.;;
H-1007/21;SIMILIBUS GOTAS ORALES;5/03/1992;KNOP LABORATORIOS S.A.;;
H-1232/22;SINASAL HEVERT COMPRIMIDOS BUCODISPERSABLES;24/04/2017;SOCIEDAD IMPORTADORA Y COMERCIALIZADORA DE PRODUCTOS PARA LA SALUD LTDA.;;
N-416/20;SINFAGA COMPRIMIDOS;10/09/1987;KNOP LABORATORIOS S.A.;;
F-11672/21;SINFLU COMPRIMIDOS 500 mg;24/02/1995;LABORATORIO VALMA SPA;PARACETAMOL;
N-448/22;SINNAUSIN CÁPSULAS 100 mg;4/06/2007;KNOP LABORATORIOS S.A.;;
N-625/21;SINTOCALMY COMPRIMIDOS RECUBIERTOS 600 mg (PASSIFLORA INCARNATA EXTRACTO SECO);3/05/2021;DROGUERÍA FARMOQUÍMICA DEL PACÍFICO S.p.A.;EXTRACTO SECO PASSIFLORA INCARNATA;
F-8770/21;SIPIRAC GEL 1,16%;25/10/1990;CHEMOPHARMA S.A.;DICLOFENACO;
F-16835/18;SOLETS RED SOLUCIÓN OFTÁLMICA 0,12 mg/mL;28/05/2008;LABORATORIOS SMB FARMA S.A.;NAFAZOLINA;
F-24275/18;SOLUPREP SOLUCIÓN TÓPICA;3/01/2019;3M CHILE S.A.;ALCOHOL ISOPROPILICO//CLORHEXIDINA;
F-24276/19;SOLUPREP COLOREADO SOLUCION TOPICA;3/01/2019;3M CHILE S.A.;ALCOHOL ISOPROPILICO//CLORHEXIDINA;
F-20892/19;SOLUPREP COLOREADO SOLUCIÓN TÓPICA;11/03/2014;3M CHILE S.A.;ALCOHOL ISOPROPILICO//CLORHEXIDINA;
F-20893/19;SOLUPREP SOLUCIÓN TÓPICA;11/03/2014;3M CHILE S.A.;CLORHEXIDINA//ISOPROPANOL;
F-20289/18;SOLUPREP SOLUCIÓN TÓPICA;2/09/2013;3M CHILE S.A.;CLORHEXIDINA//ISOPROPANOL;
N-609/19;SOÑAX FORTE GRAGEAS;5/06/2019;LABORATORIOS RECALCINE S.A.;;
H-931/20;SPASCUPREEL COMPRIMIDOS SUBLINGUALES;28/11/2000;PRODUCTOS FARMACÉUTICOS HEEL CHILE LTDA.;;
H-882/20;SPASMITON SOLUCIÓN PARA GOTAS ORALES;7/11/1988;KNOP LABORATORIOS S.A.;;
H-1185/19;SPIGELIA D6 GLÓBULOS;21/09/2009;LABORATORIOS BIOSPHARE S.A.;;
H-925/20;SPIGELON COMPRIMIDOS SUBLINGUALES;16/10/2000;PRODUCTOS FARMACÉUTICOS HEEL CHILE LTDA.;;
F-9095/21;SPORTGEL AROMA MENTOL GEL TÓPICO 5%;27/09/2001;LABORATORIOS SAVAL S.A.;IBUPROFENO;
F-26349/21;SPORUM SHAMPOO 1% (KETOCONAZOL);18/08/2021;DEUTSCHE PHARMA S.A.;KETOCONAZOL;
H-775/20;STAPHYSAGRIA D6 COMPRIMIDOS;23/08/1988;KNOP LABORATORIOS S.A.;;
F-18320/20;STERYLDERME JABÓN LÍQUIDO CON PERFUME 0,5%;8/10/2010;DIVERSEY INDUSTRIAL Y COMERCIAL CHILE LTDA.;TRICLOSAN;
